,brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
0,ASUS,Celeron,Intel,Celeron Dual,,4.0,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,311.87,350.87,11,3.8,15279,1947
1,ASUS,VivoBook,Intel,Core i3,10th,8.0,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,493.87,662.87,25,4.3,990,108
2,ASUS,Vivobook,Intel,Core i3,10th,8.0,DDR4,0,1024,Windows,64,0,Casual,14.1,1,No,No,427.57,610.87,30,3.9,28,4
3,HP,Core,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,558.87,745.29,25,4.4,158,18
4,HP,Core,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,No,714.87,912.223,21,4.2,116,15
5,Lenovo,IdeaPad,Intel,Core i3,10th,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,467.87,744.77,37,4.0,2124,233
6,HP,15s,AMD,Ryzen 3,,8.0,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,Yes,545.987,627.822,13,4.3,3524,432
7,ASUS,Core,Intel,Core i3,11th,4.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,447.577,649.87,31,4.1,37,6
8,DELL,Vostro,Intel,Core i3,10th,8.0,DDR4,256,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,539.37,712.1659999999999,24,5.0,7,5
9,Lenovo,IdeaPad,Intel,Core i3,10th,8.0,DDR4,256,0,Windows,32,0,ThinNlight,15.6,2,No,Yes,493.87,753.87,34,4.3,2080,235
10,HP,Core,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,701.87,912.223,23,4.1,206,17
11,HP,Ryzen,AMD,Ryzen 3,,8.0,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,493.87,598.7149999999999,17,4.3,2214,241
12,HP,Pavilion,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,753.87,912.236,17,4.5,4740,532
13,Lenovo,Ideapad,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,2,No,Yes,688.87,967.0699999999999,28,4.2,300,24
14,ASUS,VivoBook,Intel,Core i3,11th,4.0,DDR4,256,0,Windows,32,0,Casual,15.6,1,No,Yes,467.87,649.87,28,4.3,1479,181
15,DELL,Vostro,AMD,Ryzen 3,,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,14.0,1,No,Yes,467.87,658.463,28,4.1,59,12
16,ASUS,VivoBook,Intel,Core i3,10th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,441.73999999999995,610.87,27,4.4,67,3
17,HP,Pavilion,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,883.87,1017.822,13,4.5,108,6
18,HP,Core,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,519.87,651.105,20,4.2,273,30
19,APPLE,2020,Apple,M1 Processor,,8.0,DDR4,256,0,Mac,64,0,Casual,13.3,1,No,No,1117.87,1207.7,7,4.7,6725,629
20,ASUS,VivoBook,Intel,Pentium Silver,,4.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,389.87,506.87,23,4.0,36,3
22,ASUS,VivoBook,Intel,Core i7,10th,16.0,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,753.87,1052.87,28,4.3,76,9
23,HP,Core,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,558.87,644.67,13,4.3,681,59
24,Lenovo,IdeaPad,Intel,Celeron Dual,,4.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,415.98699999999997,506.98699999999997,17,4.0,286,19
25,DELL,Vostro,Intel,Core i3,10th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,513.37,563.0559999999999,8,4.3,1267,171
26,DELL,Inspiron,Intel,Core i3,11th,8.0,DDR4,256,1024,Windows,64,0,Casual,15.6,0,No,No,591.37,784.823,24,4.3,207,16
27,MSI,GF63,Intel,Hexa Core,,8.0,DDR4,256,1024,Windows,64,4,Casual,15.6,2,No,No,727.87,948.87,23,4.4,2582,272
28,MSI,GF63,Intel,Core i7,10th,8.0,DDR4,256,1024,Windows,64,4,Casual,15.6,2,No,No,831.87,1091.87,23,4.3,794,83
29,ASUS,TUF,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,No,753.87,1065.87,29,4.5,3712,412
30,ASUS,Ryzen,AMD,Ryzen 3,,8.0,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,467.87,610.87,23,4.3,2886,375
31,Lenovo,Ideapad,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,809.9,1318.07,38,4.4,825,95
32,realme,Book(Slim),Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,Yes,688.87,909.987,24,4.4,3470,505
33,acer,Aspire,AMD,Ryzen 3,,8.0,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,480.87,584.987,17,4.6,11,2
34,RedmiBook,15,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,32,0,ThinNlight,15.6,1,No,No,506.87,675.987,25,4.3,1063,152
35,ASUS,VivoBook,Intel,Core i5,11th,8.0,DDR4,256,1024,Windows,32,0,Casual,15.6,1,No,Yes,662.87,922.87,28,4.3,1188,127
36,ASUS,Vivobook,Intel,Core i7,10th,8.0,DDR4,512,0,Windows,64,4,Gaming,15.6,0,No,No,805.87,1156.87,30,4.5,11,2
37,MSI,GF65,Intel,Core i7,10th,16.0,DDR4,1024,0,Windows,64,6,Casual,15.6,2,No,No,1104.87,1611.87,31,4.4,498,64
38,DELL,Inspiron,AMD,Ryzen 3,,8.0,DDR4,256,0,Windows,64,0,ThinNlight,15.6,0,No,No,513.37,646.2819999999999,20,4.3,34,4
39,ASUS,Vivobook,Intel,Core i5,10th,8.0,DDR4,256,1024,Windows,64,4,Gaming,15.6,0,No,No,727.87,1065.87,31,4.5,23,0
40,HP,Pavilion,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,Casual,14.0,1,Yes,Yes,701.87,825.63,14,4.6,14,0
41,DELL,Vostro,AMD,Ryzen 5,,8.0,DDR4,256,0,Windows,64,0,Casual,14.0,1,No,Yes,545.87,774.54,29,4.3,939,107
42,Lenovo,Core,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,688.87,1103.57,37,0.0,0,0
43,acer,Aspire,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,506.87,688.987,26,0.0,0,0
44,realme,Book,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,610.87,714.987,14,4.4,6352,1014
45,ASUS,VivoBook,Intel,Core i3,10th,4.0,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,467.87,649.87,28,4.4,130,12
46,Lenovo,IdeaPad,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,Yes,740.87,1090.57,32,4.5,162,15
47,Lenovo,IdeaPad,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,2,No,Yes,675.87,1156.87,41,4.2,85,4
48,Lenovo,IdeaPad,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,636.87,896.87,28,4.4,219,27
49,Lenovo,IdeaPad,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,805.87,1272.57,36,4.2,56,7
50,DELL,Inspiron,AMD,Ryzen 5,,8.0,DDR4,256,1024,Windows,64,0,Casual,15.6,0,No,No,643.37,863.1479999999999,25,4.0,31,3
51,DELL,Inspiron,Intel,Core i3,11th,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,0,No,No,552.37,659.009,16,4.0,276,40
53,ASUS,VivoBook,AMD,Ryzen 5,,8.0,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,No,714.87,1026.87,30,4.5,18,3
54,RedmiBook,15,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,32,0,ThinNlight,15.6,1,No,No,558.87,727.987,23,4.3,1063,152
55,Lenovo,Legion,AMD,Ryzen 5,,8.0,DDR4,256,1024,Windows,64,4,Casual,15.6,0,No,No,890.5,1181.57,24,4.5,271,24
56,HP,Ryzen,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,649.61,777.504,16,4.5,193,28
57,Lenovo,Ideapad,Intel,Core i5,11th,8.0,DDR4,256,0,Windows,64,0,Casual,15.6,2,No,Yes,643.37,980.0699999999999,34,4.3,365,35
58,ASUS,VivoBook,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,No,558.87,753.87,25,4.3,30,4
59,MSI,Modern,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,0,No,No,623.87,805.87,22,4.6,562,89
60,HP,Ryzen,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,636.87,792.467,19,4.4,45,5
61,ASUS,Core,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,493.87,688.87,28,4.3,284,39
62,ASUS,Vivobook,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,Casual,14.0,1,No,Yes,492.57,675.87,27,4.6,44,5
63,RedmiBook,Pro,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,32,0,ThinNlight,15.6,1,No,No,636.87,779.87,18,4.2,1708,242
64,HP,Pavilion,AMD,Ryzen 7,,16.0,DDR4,256,1024,Windows,64,4,Gaming,15.6,1,No,Yes,987.87,1216.3319999999999,18,4.5,1084,123
65,APPLE,2020,Apple,M1 Processor,,8.0,DDR4,256,0,Mac,64,0,Casual,13.3,1,No,No,1468.87,1597.6999999999998,8,4.8,640,70
66,Lenovo,IdeaPad,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,1,No,No,506.87,791.5699999999999,35,4.2,33,4
67,ASUS,VivoBook,Intel,Core i5,11th,8.0,LPDDR4X,512,0,Windows,32,0,Casual,14.0,1,Yes,Yes,831.87,1078.87,22,4.6,10,1
68,ASUS,VivoBook,Intel,Core i3,11th,8.0,LPDDR4X,512,0,Windows,32,0,Casual,14.0,1,Yes,Yes,675.87,883.87,23,4.7,6,2
69,Lenovo,ThinkPad,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,Yes,857.87,1015.4169999999999,15,4.6,17,4
70,Nokia,PureBook,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,623.87,1170.0,46,4.4,1119,242
71,acer,Swift,AMD,Ryzen 5,,8.0,LPDDR4X,512,0,Windows,64,0,ThinNlight,14.0,1,No,No,701.87,1169.9869999999999,40,4.9,7,0
72,ASUS,VivoBook,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,636.87,818.87,22,4.5,174,30
73,acer,Aspire,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,688.87,987.987,30,4.2,155,20
74,APPLE,MacBook,Apple,M1 Processor,,16.0,DDR4,512,0,Mac,64,0,Casual,13.3,1,No,No,1949.87,2130.7,8,4.8,640,70
75,acer,Predator,Intel,Core i7,11th,16.0,DDR4,512,1024,Windows,64,4,Casual,15.6,1,No,No,1208.87,1702.87,29,4.5,214,37
76,ASUS,ASUS,AMD,Ryzen 7,,16.0,DDR4,512,0,Windows,32,4,Gaming,17.3,0,No,No,1000.87,1390.87,28,4.8,22,3
77,Lenovo,IdeaPad,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,649.87,1035.97,37,0.0,0,0
78,ASUS,ASUS,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,4,Gaming,17.3,0,No,No,935.87,1507.87,37,4.4,91,17
79,Lenovo,IdeaPad,Intel,Core i3,10th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,493.87,753.87,34,4.2,286,36
80,ASUS,VivoBook,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,623.87,818.87,23,4.0,35,2
81,ASUS,ASUS,Intel,Core i5,11th,8.0,DDR4,1024,0,Windows,64,4,Gaming,15.6,0,No,No,987.87,1520.87,35,4.5,368,48
82,Nokia,PureBook,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,597.87,974.87,38,4.7,6,1
83,Lenovo,IdeaPad,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,32,0,ThinNlight,15.6,2,No,Yes,630.37,835.77,24,4.3,126,13
84,ASUS,ASUS,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,4,Gaming,17.3,0,No,No,948.87,1377.87,31,4.5,74,10
85,ASUS,VivoBook,AMD,Ryzen 5,,8.0,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,No,714.87,1026.87,30,4.6,49,6
86,MSI,Katana,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,4,Casual,15.6,2,No,No,1000.87,1390.87,28,4.6,75,17
87,APPLE,MacBook,Apple,M1 Processor,,16.0,DDR4,256,0,Mac,64,0,Casual,13.3,1,No,No,1364.87,1467.7,7,4.7,45,4
88,MSI,GF65,Intel,Hexa Core,,16.0,DDR4,512,0,Windows,64,6,Casual,15.6,2,No,No,1000.87,1390.87,28,4.5,298,49
89,acer,Aspire,Intel,Core i5,11th,8.0,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,No,753.87,909.987,17,4.6,32,1
90,ASUS,VivoBook,Intel,Core i5,11th,8.0,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,No,688.87,948.87,27,0.0,0,0
91,DELL,Vostro,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.96,1,No,Yes,545.87,708.63,22,3.6,10,5
92,Lenovo,IdeaPad,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,Yes,688.87,1017.77,32,4.2,39,5
93,ASUS,TUF,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,6,Gaming,15.6,1,No,Yes,1169.87,1689.87,30,4.6,124,17
94,ASUS,VivoBook,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,No,558.87,753.87,25,4.5,40,7
95,APPLE,2020,Apple,M1 Processor,,8.0,DDR4,512,0,Mac,64,0,Casual,13.3,1,No,No,1637.87,1857.6999999999998,11,4.6,399,45
96,ASUS,VivoBook,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,597.87,766.87,22,4.5,816,147
97,MSI,GF63,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,4,Casual,15.6,2,No,No,779.87,1091.87,28,4.5,1597,228
99,ASUS,Zenbook,Intel,Core i7,11th,16.0,LPDDR4X,1024,0,Windows,64,2,Casual,14.0,1,Yes,Yes,1364.87,1910.87,28,0.0,0,0
100,APPLE,2020,Apple,M1 Processor,,8.0,DDR4,512,0,Mac,64,0,Casual,13.3,1,No,No,1351.87,1532.6999999999998,11,4.7,809,91
101,acer,Predator,Intel,Core i7,11th,16.0,DDR4,512,1024,Windows,32,6,Casual,15.6,1,No,No,1559.87,1832.87,14,4.5,342,54
103,APPLE,2020,Apple,M1 Processor,,8.0,DDR4,512,0,Mac,64,0,Casual,13.3,1,No,No,1325.87,1532.6999999999998,13,4.7,809,91
104,ASUS,Pentium,Intel,Pentium Quad,,4.0,LPDDR4,0,1024,Windows,64,0,Casual,15.6,0,No,No,363.87,441.87,17,0.0,0,0
105,HP,Celeron,Intel,Celeron Dual,,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,422.37,510.74399999999997,17,4.0,58,6
106,DELL,Inspiron,AMD,Ryzen 3,,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.96,0,No,No,480.87,657.6179999999999,26,4.2,137,15
107,DELL,Inspiron,Intel,Core i5,11th,8.0,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,No,753.87,972.829,22,4.2,47,0
108,Lenovo,Core,Intel,Core i3,10th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,506.87,808.4699999999999,37,3.9,13,1
109,HP,Ryzen,AMD,Ryzen 3,,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,565.37,688.87,17,4.6,163,33
110,Lenovo,IdeaPad,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,519.87,800.67,35,4.3,543,65
111,ASUS,TUF,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,Yes,857.87,1169.87,26,4.4,3850,378
112,DELL,Inspiron,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,0,Yes,No,935.87,1224.613,23,4.7,7,1
113,DELL,Inspiron,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,15.6,0,No,No,552.37,775.502,28,4.8,9,1
114,DELL,Inspiron,Intel,Core i3,11th,8.0,DDR4,256,1024,Windows,64,0,Casual,15.6,0,No,No,578.37,747.227,22,4.3,844,103
115,DELL,Inspiron,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.96,0,No,No,597.87,791.804,24,4.3,184,29
117,ASUS,Vivobook,Intel,Core i3,11th,8.0,DDR4,256,1024,Windows,64,0,Casual,14.1,1,No,Yes,544.5699999999999,753.87,27,4.2,53,6
118,acer,Aspire,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,571.87,688.987,16,0.0,0,0
120,APPLE,MacBook,Apple,M1 Processor,,16.0,DDR4,256,0,Mac,64,0,Casual,13.3,1,No,No,1728.87,1948.6999999999998,11,4.8,640,70
121,Lenovo,Ideapad,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,4,Gaming,15.6,0,No,No,773.37,1163.37,33,4.5,92,10
122,HP,Core,Intel,Core i3,10th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,552.37,653.822,15,4.3,1296,126
123,MSI,Alpha,AMD,Ryzen 7,,16.0,DDR4,1024,0,Windows,64,8,Casual,15.6,1,No,No,1299.87,1897.87,31,4.7,108,24
124,ASUS,ROG,AMD,Ryzen 7,,8.0,LPDDR4X,1024,0,Windows,64,4,Casual,14.0,0,No,No,948.87,1611.87,41,4.6,198,24
125,DELL,Inspiron,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,0,Yes,No,934.5699999999999,1203.137,22,4.3,3,0
127,MSI,GF63,Intel,Core i7,10th,16.0,DDR4,512,0,Windows,64,4,Casual,15.6,2,No,No,1039.87,1247.87,16,4.5,484,56
128,ASUS,ROG,AMD,Ryzen 9,,16.0,DDR4,1024,0,Windows,64,6,Casual,15.6,1,No,No,1767.87,2391.87,26,0.0,0,0
129,Lenovo,IdeaPad,Intel,Core i7,10th,8.0,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,Yes,896.87,1290.77,30,4.5,44,2
130,MSI,Bravo,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,No,844.87,1091.87,22,4.5,469,80
131,Infinix,INBook,Intel,Core i3,10th,8.0,LPDDR4X,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,428.87,649.987,34,4.3,1221,265
132,ASUS,ZenBook,Intel,Core i7,11th,16.0,LPDDR4X,1024,0,Windows,64,0,Casual,14.0,1,Yes,No,1754.87,2144.87,18,0.0,0,0
133,acer,Nitro,AMD,Ryzen 7,,16.0,DDR4,256,1024,Windows,64,6,Casual,15.6,1,No,No,1169.87,1559.87,25,4.4,272,36
134,Lenovo,IdeaPad,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,No,844.87,1272.57,33,0.0,0,0
135,Mi,Notebook,Intel,Core i7,10th,8.0,DDR4,512,0,Windows,64,2,Casual,14.0,1,No,No,773.37,857.987,9,4.2,399,40
136,HP,Core,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,571.61,652.548,12,4.3,571,56
137,ASUS,VivoBook,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,No,857.87,1182.87,27,0.0,0,0
139,DELL,Vostro,Intel,Core i3,10th,4.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,480.87,527.982,8,4.3,1178,137
140,APPLE,MacBook,Apple,M1 Processor,,8.0,DDR4,512,0,Mac,64,0,Casual,13.3,1,No,No,1364.87,1441.7,5,4.7,6725,629
141,HP,Core,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,No,727.987,858.65,15,4.8,5,1
142,ASUS,Vivobook,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,4,Casual,14.0,1,No,No,955.37,1442.87,33,4.5,213,45
143,HP,Pavilion,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,968.37,1109.667,12,4.3,10,0
144,acer,Aspire,Intel,Core i5,11th,8.0,DDR4,256,1024,Windows,64,0,ThinNlight,15.6,1,No,No,740.87,844.987,12,4.0,27,2
145,DELL,Vostro,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,617.37,802.62,23,2.5,2,1
146,Lenovo,Ideapad,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,Casual,14.0,1,Yes,Yes,701.87,981.37,28,4.4,299,41
147,HP,HP,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,779.87,988.26,21,4.4,1978,188
148,acer,Nitro,AMD,Ryzen 7,,16.0,DDR4,256,1024,Windows,64,4,Casual,15.6,0,No,No,1065.87,1558.6999999999998,31,4.5,141,24
149,ASUS,VivoBook,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,480.87,688.87,30,4.4,20,1
150,ASUS,Core,Intel,Core i3,10th,4.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,519.87,649.87,20,4.3,2551,297
151,DELL,Ryzen,AMD,Ryzen 3,,8.0,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,519.87,697.3199999999999,25,4.6,7,0
152,ASUS,Ryzen,AMD,Ryzen 7,,16.0,DDR4,512,0,Windows,64,4,Casual,14.0,1,No,No,1039.87,1715.87,39,0.0,0,0
153,Lenovo,IdeaPad,Intel,Core i3,10th,4.0,DDR4,256,0,Windows,64,0,Casual,15.6,2,No,No,506.21999999999997,626.6,19,4.3,758,64
154,DELL,Inspiron,Intel,Core i3,10th,4.0,DDR4,256,0,Windows,64,0,Casual,15.0,1,No,Yes,513.37,721.37,28,4.4,634,64
156,HP,Pavilion,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,758.42,972.9069999999999,22,4.0,69,6
157,ASUS,ROG,AMD,Ryzen 9,,16.0,DDR4,1024,0,Windows,32,0,Casual,15.6,1,No,No,2014.87,2703.87,25,4.6,194,42
158,acer,Aspire,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,No,727.987,987.987,26,4.5,6,0
159,Lenovo,Legion,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,No,909.87,1399.97,35,4.3,9,0
160,DELL,Inspiron,AMD,Ryzen 5,,8.0,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,578.37,756.5219999999999,23,4.2,14,1
161,acer,Travelmate,Intel,Core i5,11th,8.0,DDR4,256,1024,Windows,64,0,Casual,14.0,0,No,No,721.37,780.0,7,3.8,8,3
162,APPLE,2020,Apple,M1 Processor,,8.0,DDR4,512,0,Mac,64,0,Casual,13.3,1,No,No,1715.87,1857.6999999999998,7,4.6,399,45
163,MSI,Core,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,636.87,644.67,1,4.5,17,3
164,HP,Pavilion,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,Yes,714.87,900.471,20,4.5,35,3
165,HP,15-ec1105AX,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,766.87,912.236,15,4.5,1049,134
