,brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
344,Lenovo,Core,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,714.87,864.11,17,4.2,9,1
346,DELL,Inspiron,Intel,Core i3,10th,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,No,519.87,721.942,27,3.8,15,1
347,Lenovo,ThinkBook,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,Casual,13.0,1,No,Yes,779.87,1463.904,46,4.4,26,4
348,MSI,Delta,AMD,Ryzen 9,,16.0,DDR4,1024,0,Windows,64,0,Casual,15.6,0,No,No,1910.87,2456.87,22,0.0,0,0
349,ASUS,ASUS,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,32,6,Casual,15.6,1,No,No,1104.87,1689.87,34,5.0,5,0
350,ASUS,VivoBook,Intel,Core i5,11th,8.0,DDR4,256,1024,Windows,64,0,Casual,14.0,1,No,No,649.87,948.87,31,3.9,22,2
351,HP,15s,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,591.37,610.87,3,4.3,523,66
352,Lenovo,IdeaPad,Intel,Celeron Dual,,4.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,413.387,480.98699999999997,14,0.0,0,0
353,HP,Pavilion,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,942.5,1051.7,10,4.4,40,3
354,Lenovo,IdeaPad,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,4,Gaming,15.6,0,No,No,779.87,1217.97,35,3.9,44,6
355,Lenovo,A6-9225,AMD,A6-9225 Processor,,4.0,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,0,No,No,324.87,426.27,23,3.7,63,12
356,DELL,Inspiron,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,792.87,882.193,10,4.4,183,42
357,HP,Core,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,583.6999999999999,663.0,11,4.2,1029,107
358,DELL,Core,Intel,Core i7,11th,16.0,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,1299.87,1672.645,22,0.0,0,0
359,ASUS,Vivobook,AMD,Ryzen 3,,8.0,DDR4,256,0,Windows,64,0,Casual,14.1,1,No,No,493.87,610.87,19,4.2,39,3
360,ASUS,Vivobook,Intel,Pentium Quad,,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.1,1,No,Yes,441.87,519.87,15,4.3,6,0
361,DELL,G5,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,6,Casual,14.96,0,No,No,990.4699999999999,1052.9479999999999,5,4.4,358,64
362,Lenovo,Yoga,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,Yes,Yes,1143.87,1636.57,30,4.7,28,6
363,DELL,INSPIRON,Intel,Core i3,10th,8.0,DDR4,0,1024,Windows,32,0,Casual,14.96,0,No,No,531.5699999999999,597.87,11,4.0,527,46
364,DELL,Vostro,Intel,Core i3,11th,4.0,DDR4,256,1024,Windows,64,0,ThinNlight,14.0,1,No,Yes,566.67,777.153,27,0.0,0,0
366,ASUS,ROG,AMD,Ryzen 7,,16.0,DDR5,512,0,Windows,64,4,Casual,15.6,0,No,No,1390.87,1728.87,19,0.0,0,0
367,HP,14s,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,753.87,821.327,8,4.3,1541,123
368,ASUS,ASUS,Intel,Core i7,11th,16.0,DDR4,512,0,Windows,64,4,Gaming,17.3,0,No,No,1234.87,1325.87,6,4.5,118,15
369,DELL,Inspiron,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,ThinNlight,15.3,1,No,Yes,903.37,906.568,0,4.2,72,7
370,Lenovo,Thinkbook,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,Casual,14.0,3,Yes,Yes,896.87,2069.3399999999997,56,4.6,44,8
371,Lenovo,Core,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,32,0,Casual,15.6,1,No,Yes,1013.87,1044.758,2,4.3,17,2
373,MSI,Stealth,Intel,Core i7,11th,16.0,DDR4,1024,0,Windows,64,6,Casual,15.6,2,No,No,1559.87,2118.87,26,4.3,20,3
374,HP,Core,Intel,Core i3,10th,8.0,DDR4,512,0,Windows,32,0,Casual,14.1,0,No,No,504.387,622.908,19,4.4,30,1
375,ASUS,Zephyrus,Intel,Core i7,11th,16.0,DDR4,1024,0,Windows,32,4,Casual,16.0,1,No,No,2534.87,0.0,0,0.0,0,0
376,HP,Envy,Intel,Core i7,11th,16.0,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,1352.0,1544.088,12,0.0,0,0
378,MSI,Core,Intel,Core i7,11th,8.0,DDR4,512,0,Windows,64,2,Casual,14.0,0,No,No,1000.87,1117.87,10,0.0,0,0
379,MSI,Modern,AMD,Ryzen 5,,8.0,DDR4,256,0,Windows,64,0,Casual,14.0,1,No,No,649.87,883.87,26,0.0,0,0
380,MSI,Core,Intel,Core i3,10th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,506.87,700.6999999999999,27,4.5,53,11
381,DELL,Vostro,Intel,Core i5,11th,8.0,DDR4,256,1024,Windows,64,0,ThinNlight,14.0,1,No,Yes,766.87,962.858,20,4.0,8,1
382,Lenovo,Yoga,AMD,Ryzen 5,,16.0,LPDDR4X,512,0,Windows,64,0,ThinNlight,13.3,3,Yes,Yes,972.3739999999999,1363.57,28,0.0,0,0
383,ASUS,ROG,AMD,Ryzen 7,,16.0,DDR5,1024,0,Windows,32,4,Casual,15.6,1,No,No,1494.87,1897.87,21,0.0,0,0
384,MSI,Creator,Intel,Core i9,11th,16.0,DDR4,1024,0,Windows,64,6,Casual,16.0,0,No,No,2508.87,2910.5699999999997,13,0.0,0,0
386,ASUS,ZenBook,Intel,Core i5,11th,16.0,LPDDR4X,512,0,Windows,64,0,Casual,14.0,1,Yes,No,1377.87,1832.87,24,4.4,59,11
387,MSI,Prestige,Intel,Core i5,11th,16.0,LPDDR4X,512,0,Windows,64,0,Casual,14.0,1,No,No,1039.87,1247.87,16,0.0,0,0
388,Lenovo,Core,Intel,Core i3,10th,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,No,480.87,753.87,36,3.7,103,10
389,ASUS,VivoBook,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,No,766.87,961.87,20,4.3,88,13
390,DELL,Vostro,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,721.37,1049.243,31,4.1,337,27
391,ASUS,Vivobook,AMD,Ryzen 7,,16.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,No,1208.87,1689.87,28,4.7,25,4
392,Lenovo,IdeaPad,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,909.87,1363.57,33,4.6,10,2
393,HP,Ryzen,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,32,4,Casual,16.1,0,No,No,885.3,1025.7,13,0.0,0,0
394,ASUS,Zenbook,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,1104.87,1520.87,27,4.2,10,2
395,DELL,Inspiron,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,No,779.87,989.8589999999999,21,3.8,31,7
396,HP,15s,Intel,Core i3,11th,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,519.87,591.682,12,3.9,324,45
397,DELL,Inspiron,AMD,Ryzen 5,,8.0,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,577.0699999999999,735.449,21,4.0,276,24
398,ASUS,ZenBook,Intel,Core i7,10th,16.0,LPDDR3,1024,0,Windows,64,2,Casual,14.0,1,No,Yes,1624.87,1910.87,14,4.6,17,1
399,Lenovo,Yoga,AMD,Ryzen 5,,16.0,DDR4,512,0,Windows,64,0,ThinNlight,13.3,1,Yes,Yes,1013.87,1363.57,25,0.0,0,0
400,DELL,XPS,Intel,Core i5,10th,8.0,LPDDR4X,512,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,1454.57,2007.798,27,0.0,0,0
401,DELL,Inspiron,Intel,Core i7,11th,16.0,DDR4,1024,0,Windows,64,2,Casual,15.6,0,No,No,1591.33,0.0,0,0.0,0,0
402,DELL,Inspiron,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,No,857.87,1144.481,25,4.3,10,0
403,ASUS,Zenbook,Intel,Core i5,11th,8.0,LPDDR4X,512,0,Windows,32,0,Casual,14.0,1,No,Yes,948.87,1182.87,19,4.7,76,14
404,HP,Pavilion,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,Yes,Yes,900.471,0.0,0,0.0,0,0
405,DELL,Inspiron,Intel,Core i3,10th,8.0,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,No,580.97,781.586,25,4.3,9,0
406,DELL,Inspiron,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,924.17,1168.037,20,4.1,44,6
407,HP,Spectre,Intel,Core i7,10th,16.0,DDR4,1024,0,Windows,64,0,Casual,13.3,1,Yes,No,2339.87,2812.7839999999997,16,4.2,13,5
408,Lenovo,IdeaPad,Intel,Ryzen 7,,16.0,DDR4,512,0,Windows,32,4,Casual,16.0,3,No,Yes,1059.37,1781.0,40,0.0,0,0
409,MSI,Katana,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,4,Casual,15.6,2,No,No,974.87,1247.87,21,0.0,0,0
410,HP,15s,AMD,Ryzen 3,,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,578.37,637.0,9,4.3,267,42
411,DELL,Vostro,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,577.5509999999999,0.0,0,0.0,0,0
412,acer,Swift,AMD,Ryzen 7,,16.0,DDR4,1024,0,Windows,64,4,Casual,14.0,1,No,No,1299.87,1819.9869999999999,28,0.0,0,0
413,MSI,Summit,Intel,Core i7,11th,16.0,DDR4,1024,0,Windows,64,4,Casual,15.6,2,Yes,No,2014.87,2040.87,1,4.0,3,2
414,DELL,Ryzen,AMD,Ryzen 5,,8.0,DDR4,1024,0,Windows,32,0,Casual,15.6,0,No,No,752.6999999999999,1025.7,26,4.7,3,1
415,ASUS,ZenBook,Intel,Core i5,10th,8.0,LPDDR3,512,0,Windows,64,0,Casual,13.3,1,No,Yes,1039.87,1286.87,19,4.4,11,3
416,ASUS,TUF,AMD,Ryzen 7,,8.0,DDR4,1024,0,Windows,32,4,Gaming,15.6,0,No,No,1247.87,1377.87,9,4.7,57,3
417,Lenovo,IdeaPad,Intel,Core i5,10th,8.0,DDR4,256,1024,Windows,64,4,Gaming,15.6,0,No,No,969.67,1429.87,32,4.4,898,128
418,MSI,Modern,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,No,721.37,883.87,18,4.3,138,16
419,ASUS,Vivobook,Intel,Core i3,10th,8.0,DDR4,256,0,Windows,64,0,Casual,14.0,1,No,No,467.87,610.87,23,0.0,0,0
420,acer,Aspire,Intel,Core i5,8th,8.0,DDR4,0,1024,Windows,64,2,Casual,15.6,1,No,Yes,779.987,812.6429999999999,4,4.1,118,28
421,Lenovo,Yoga,Intel,Core i7,11th,16.0,LPDDR4X,1024,0,Windows,64,0,Casual,13.3,1,No,Yes,1598.87,2182.5699999999997,26,3.0,4,2
422,DELL,Vostro,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,2,ThinNlight,14.0,1,No,Yes,864.37,1133.184,23,4.1,199,17
423,ASUS,Vivobook,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,Yes,694.1999999999999,903.5,23,4.1,46,6
424,HP,Pavilion,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,716.17,883.103,18,4.4,364,52
425,acer,Predator,Intel,Core i7,10th,16.0,DDR4,2048,0,Windows,64,8,Casual,15.6,1,No,No,2079.87,2082.47,0,3.8,4,0
426,ASUS,Zenbook,AMD,Ryzen 5,,16.0,LPDDR4X,512,0,Windows,64,0,Casual,14.0,0,Yes,No,1195.87,1520.87,21,0.0,0,0
427,HP,Pavilion,Intel,Core i7,11th,16.0,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,Yes,1172.47,1394.406,15,4.3,6,1
428,ASUS,Vivobook,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,Yes,671.437,818.87,18,0.0,0,0
429,ASUS,Vivobook,AMD,Ryzen 7,,16.0,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,Yes,740.87,974.87,24,0.0,0,0
431,DELL,Inspiron,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,Yes,Yes,968.5,1026.87,5,4.4,45,5
432,DELL,XPS,Intel,Core i5,11th,16.0,LPDDR4X,512,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,1494.87,1504.4769999999999,0,0.0,0,0
433,HP,Core,Intel,Core i3,11th,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,545.87,614.432,11,4.0,69,5
434,DELL,Vostro,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,2,ThinNlight,14.0,0,No,No,805.87,895.1669999999999,9,4.1,35,4
435,ASUS,ROG,Intel,Core i5,10th,8.0,DDR4,1024,0,Windows,64,4,Casual,15.6,0,No,No,1078.87,1403.87,23,4.5,844,118
436,acer,Aspire,AMD,Dual Core,,4.0,DDR4,256,0,Windows,64,0,Casual,14.0,1,No,No,389.87,454.87,14,0.0,0,0
437,APPLE,MacBook,Intel,Core i5,10th,16.0,LPDDR4X,512,0,Mac,64,0,Casual,13.0,1,No,No,2079.87,2273.7,8,4.4,32,5
438,ASUS,VivoBook,Intel,Core i5,10th,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,No,610.87,727.87,16,4.0,1444,179
439,APPLE,MacBook,Intel,Core i5,8th,8.0,DDR3,512,0,Mac,64,0,Casual,13.3,1,No,No,2237.17,2338.7,4,4.2,108,13
440,HP,Pavilion,AMD,Ryzen 5,,16.0,DDR4,512,0,Windows,64,0,Casual,13.3,1,No,Yes,1094.704,0.0,0,0.0,0,0
441,Lenovo,Core,Intel,Core i7,11th,16.0,DDR4,512,0,Windows,32,0,Casual,14.0,0,Yes,No,1150.344,1260.935,8,0.0,0,0
443,MSI,Modern,AMD,Ryzen 7,,8.0,DDR4,512,0,Windows,64,0,Casual,15.6,0,No,No,844.87,1026.87,17,0.0,0,0
444,MSI,Prestige,Intel,Core i7,10th,16.0,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,1429.87,1754.87,18,4.3,138,30
445,MSI,Sword,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,No,974.87,1247.87,21,0.0,0,0
446,Lenovo,Ideapad,AMD,Ryzen 7,,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,Yes,792.87,0.0,0,4.4,530,69
447,ASUS,Core,Intel,Core i7,10th,32.0,DDR4,1024,0,Windows,64,6,Casual,15.6,1,Yes,No,2924.87,3548.87,17,4.7,9,0
449,HP,OMEN,AMD,Ryzen 7,,16.0,DDR4,1024,0,Windows,64,8,Casual,15.6,1,No,No,2079.87,2422.524,14,4.8,17,2
450,MSI,Modern,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,No,734.37,744.12,1,4.5,814,112
451,ASUS,Core,Intel,Core i5,10th,8.0,DDR4,256,1024,Windows,32,2,Casual,15.6,0,No,No,766.87,883.87,13,5.0,1,1
452,DELL,Inspiron,AMD,Ryzen 3,,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,684.216,0.0,0,0.0,0,0
453,ASUS,Vivobook,AMD,Ryzen 9,,16.0,DDR4,1024,0,Windows,64,0,Casual,14.0,1,No,No,1364.87,1858.87,26,4.5,14,2
454,ASUS,ROG,AMD,Ryzen 7,,8.0,DDR4,1024,0,Windows,64,0,Casual,14.0,1,No,Yes,1000.87,1520.87,34,0.0,0,0
455,ASUS,EeeBook,Intel,Pentium Silver,,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,415.87,532.87,21,3.8,5,0
456,MSI,Sword,Intel,Core i7,11th,8.0,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,No,1130.87,1403.87,19,0.0,0,0
457,Lenovo,ThinkPad,Intel,Core i5,10th,16.0,DDR4,512,0,Windows,64,0,ThinNlight,13.3,3,No,No,1911.0,0.0,0,0.0,0,0
458,ASUS,TUF,Intel,Core i5,11th,16.0,DDR4,1024,0,Windows,64,4,Casual,15.6,1,No,No,1143.87,1650.87,30,0.0,0,0
459,HP,Core,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,623.87,665.145,6,4.3,1605,215
460,acer,Swift,Intel,Core i5,7th,8.0,DDR3,256,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,1129.271,1299.9869999999999,13,4.4,39,3
461,DELL,Inspiron,AMD,Ryzen 3,,8.0,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,Yes,519.87,644.9689999999999,19,4.1,409,39
462,Lenovo,Ideapad,Intel,Core i3,10th,4.0,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,Yes,522.6,649.987,19,3.9,48,1
463,Lenovo,Ideapad,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,727.87,850.694,14,4.2,75,9
464,HP,Pavilion,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,Yes,1013.87,1216.345,16,0.0,0,0
465,MSI,Prestige,Intel,Core i7,11th,16.0,LPDDR4X,512,0,Windows,64,0,Casual,14.0,1,No,No,1169.87,1290.12,9,0.0,0,0
466,MSI,Stealth,Intel,Core i7,12th,32.0,DDR5,1024,0,Windows,64,8,Casual,15.6,0,No,No,3639.87,4081.87,10,0.0,0,0
467,HP,Envy,Intel,Core i5,10th,16.0,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,Yes,1384.37,1798.7579999999998,23,4.7,3,0
468,Lenovo,IdeaPad,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,32,2,Casual,14.0,1,No,Yes,922.87,1472.77,37,4.6,11,3
469,ASUS,ROG,Intel,Core i9,12th,32.0,DDR5,1024,0,Windows,64,6,Casual,15.6,0,No,No,3899.87,4900.87,20,0.0,0,0
470,ASUS,ROG,AMD,Ryzen 9,,16.0,LPDDR4X,1024,0,Windows,64,4,Casual,13.4,1,Yes,No,1494.87,2365.87,36,4.7,14,1
471,HP,15,Intel,Core i7,8th,8.0,DDR4,128,1024,Windows,64,4,Casual,15.6,1,No,No,1520.233,0.0,0,0.0,0,0
472,MICROSOFT,Surface,Intel,Core i5,10th,8.0,LPDDR4X,128,0,Windows,64,0,Casual,13.0,0,Yes,No,1302.47,1364.9869999999999,4,4.4,56,8
474,Lenovo,ThinkPad,Intel,Core i5,10th,16.0,DDR4,512,512,Windows,64,0,ThinNlight,14.0,3,Yes,No,2020.3429999999998,0.0,0,0.0,0,0
475,HP,Spectre,Intel,Core i7,10th,16.0,LPDDR3,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,3116.8669999999997,0.0,0,0.0,0,0
476,Lenovo,ThinkPad,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,Yes,844.87,1007.3309999999999,16,4.4,125,11
478,Lenovo,Core,Intel,Core i3,10th,8.0,DDR4,256,0,Windows,32,0,Casual,14.0,0,No,No,532.87,738.4,27,3.7,3,0
479,DELL,Inspiron,Intel,Core i3,10th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.96,1,No,No,552.37,711.399,22,0.0,0,0
480,HP,Pavilion,AMD,Ryzen 5,,8.0,DDR4,256,1024,Windows,64,4,Gaming,15.6,1,No,No,1040.0,1080.105,3,4.6,34,6
481,ASUS,VivoBook,Intel,Celeron Dual,,4.0,DDR4,256,0,Windows,64,0,Casual,15.6,0,No,No,388.57,441.87,12,4.0,7,0
482,acer,Aspire,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,584.87,740.87,21,4.4,313,39
483,acer,Aspire,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,753.87,845.0,10,0.0,0,0
484,HP,15s,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,695.37,779.87,10,4.4,826,118
485,LG,Gram,Intel,Core i5,10th,8.0,DDR4,256,0,Windows,64,0,Casual,15.6,0,No,No,1000.87,1352.0,25,4.5,15,7
486,DELL,Core,Intel,Core i3,11th,8.0,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,571.61,599.794,4,3.9,16,0
487,HP,OMEN,Intel,Core i7,11th,16.0,DDR4,1024,0,Windows,64,4,Casual,16.1,0,No,No,1585.87,1799.187,11,0.0,0,0
488,acer,Extensa,Intel,Pentium Quad,,4.0,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,402.87,454.87,11,4.2,465,89
489,HP,OMEN,Intel,Core i7,11th,16.0,DDR4,1024,0,Windows,64,4,Casual,16.1,0,No,No,1520.87,1725.321,11,0.0,0,0
490,APPLE,MacBook,Apple,M1 Processor,,16.0,DDR4,512,0,Mac,64,0,Casual,13.3,1,No,No,1624.87,1727.6999999999998,5,4.7,45,4
491,ASUS,ExpertBook,Intel,Core i3,10th,8.0,DDR4,256,1024,Windows,64,0,Casual,15.6,0,No,No,532.87,675.87,21,0.0,0,0
492,Lenovo,Legion,Intel,Core i7,11th,16.0,DDR4,1024,0,Windows,64,6,Casual,16.0,0,No,No,1964.274,2918.37,32,4.4,7,0
493,ASUS,VivoBook,Intel,Core i7,11th,8.0,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,Yes,1026.87,1364.87,24,4.5,35,4
495,DELL,XPS,Intel,Core i7,8th,16.0,DDR3,512,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,1584.57,1808.3519999999999,12,1.7,3,0
496,realme,Book,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,623.987,714.987,12,4.4,6352,1014
498,ASUS,TUF,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,No,844.87,1065.87,20,4.5,4,0
499,ASUS,ZenBook,Intel,Core i7,8th,8.0,LPDDR3,512,0,Windows,64,0,ThinNlight,14.0,1,No,No,1117.87,1299.87,14,4.4,18,0
500,DELL,Vostro,Intel,Core i3,11th,4.0,DDR4,256,1024,Windows,64,0,ThinNlight,14.0,1,No,Yes,571.87,737.659,22,0.0,0,0
501,MSI,Modern,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,No,714.87,805.87,11,4.4,714,147
503,DELL,Core,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,Casual,14.0,0,Yes,No,935.987,939.198,0,4.3,97,13
504,ASUS,ROG,AMD,Ryzen 9,,16.0,LPDDR4X,1024,0,Windows,64,4,Casual,13.4,1,Yes,Yes,1624.87,2287.87,28,5.0,3,0
505,Lenovo,Ryzen,AMD,Ryzen 7,,16.0,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,Yes,1104.844,1454.57,24,0.0,0,0
506,Lenovo,Legion,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,No,994.4739999999999,1399.97,28,0.0,0,0
507,MSI,Katana,Intel,Core i7,11th,16.0,DDR4,512,0,Windows,64,4,Casual,15.6,2,No,No,1234.87,1533.87,19,0.0,0,0
508,HP,Pavilion,AMD,Ryzen 7,,16.0,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,1182.87,1341.7949999999998,11,4.6,273,40
509,Vaio,SE,Intel,Core i5,8th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,2,No,Yes,817.5699999999999,1100.97,25,4.0,85,14
510,MICROSOFT,Surface,AMD,Ryzen 5,,8.0,DDR4,128,0,Windows,64,0,Casual,15.0,0,Yes,No,1299.87,1624.9869999999999,20,3.8,9,0
511,ASUS,VivoBook,AMD,Ryzen 3,,4.0,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,448.5,558.87,19,4.3,2886,375
512,DELL,Ryzen,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,4,Casual,14.96,1,No,No,1285.96,1321.8529999999998,2,0.0,0,0
513,Lenovo,Legion,AMD,Ryzen 7,,16.0,DDR4,1024,0,Windows,64,6,Casual,15.6,1,No,Yes,1702.87,2364.5699999999997,27,0.0,0,0
514,LG,Gram,Intel,Core i5,11th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,1000.87,1378.0,27,0.0,0,0
515,ASUS,Vivobook,AMD,Ryzen 7,,16.0,DDR4,1024,0,Windows,64,0,Casual,15.6,1,No,No,1299.87,1793.87,27,0.0,0,0
516,HP,Spectre,Intel,Core i5,11th,16.0,LPDDR4X,512,0,Windows,64,0,Casual,13.5,0,Yes,No,1455.9869999999999,1900.522,23,0.0,0,0
