,brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
689,HP,HP,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,ThinNlight,13.5,1,Yes,Yes,1494.9869999999999,1796.158,16,0.0,0,0
690,DELL,Core,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,32,0,Casual,15.6,0,No,No,570.6999999999999,742.235,23,0.0,0,0
692,DELL,Inspiron,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,2,Casual,14.0,1,Yes,Yes,1078.87,1229.8,12,4.5,21,2
693,DELL,INSPIRON,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,606.97,742.235,18,0.0,0,0
694,acer,Intel,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,Yes,No,1429.9869999999999,0.0,0,0.0,0,0
695,ASUS,ROG,AMD,Ryzen 9,,16.0,DDR4,1024,0,Windows,64,0,Casual,15.6,1,No,No,1767.87,2248.87,21,0.0,0,0
696,ASUS,ExpertBook,Intel,Core i7,10th,16.0,LPDDR3,1024,0,Windows,64,0,Casual,14.0,0,No,No,2157.87,2638.87,18,0.0,0,0
697,Lenovo,Yoga,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,Yes,Yes,1078.87,1527.37,29,0.0,0,0
698,ASUS,ExpertBook,Intel,Core i5,10th,8.0,DDR4,0,1024,Windows,64,0,Casual,14.0,0,No,No,740.87,922.87,19,0.0,0,0
699,Lenovo,Yoga,Intel,Core i7,10th,16.0,LPDDR4X,1024,0,Windows,64,0,ThinNlight,14.0,0,No,No,1559.87,1925.0659999999998,18,2.5,2,1
700,DELL,Inspiron,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,2,Casual,14.0,1,Yes,Yes,1039.87,1151.8,9,4.8,5,0
701,Lenovo,Ryzen,AMD,Ryzen 7,,16.0,DDR4,512,1024,Windows,32,0,Casual,14.0,0,No,No,1046.37,1545.674,32,0.0,0,0
702,DELL,Inspiron,Intel,Core i7,10th,8.0,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,1419.47,1552.7459999999999,8,0.0,0,0
703,DELL,Inspiron,Intel,Core i3,10th,8.0,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,Yes,564.1999999999999,637.0,11,4.1,231,26
704,ASUS,ZenBook,Intel,Core i5,11th,16.0,LPDDR4X,512,0,Windows,64,0,Casual,14.0,1,Yes,No,1494.87,1832.87,18,0.0,0,0
705,HP,Spectre,Intel,Core i5,11th,16.0,LPDDR4X,512,0,Windows,64,0,Casual,13.5,1,Yes,No,1689.9869999999999,2020.668,16,0.0,0,0
706,Lenovo,Core,Intel,Core i3,10th,4.0,DDR4,256,0,Windows,32,0,Casual,15.6,0,No,No,532.87,635.6999999999999,16,5.0,1,1
708,HP,15s,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,32,0,ThinNlight,15.6,1,No,No,662.87,672.7239999999999,1,0.0,0,0
709,DELL,Inspiron,Intel,Core i5,11th,4.0,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,Yes,766.87,805.87,4,4.3,114,9
711,HP,Pavilion,Intel,Core i7,11th,16.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,Yes,Yes,1299.9869999999999,1332.5,2,0.0,0,0
712,acer,Aspire,Intel,Core i5,8th,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,No,800.761,0.0,0,0.0,0,0
713,DELL,Inspiron,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,2,Casual,15.6,0,No,No,926.77,1236.768,25,0.0,0,0
715,Lenovo,IdeaPad,Intel,Core i5,10th,8.0,DDR4,256,1024,Windows,64,4,Gaming,15.6,0,No,No,974.987,981.5,0,4.3,268,25
716,Lenovo,Ryzen,AMD,Ryzen 7,,16.0,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,1390.87,1982.37,29,0.0,0,0
717,MSI,Prestige,Intel,Core i7,10th,16.0,DDR4,512,0,Windows,64,2,Casual,14.0,1,No,No,1364.87,1611.87,15,4.0,85,9
719,HP,15s,Intel,Core i3,10th,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,529.75,560.17,5,4.1,1096,116
720,DELL,Vostro,Intel,Core i3,11th,4.0,DDR4,256,1024,Windows,64,0,ThinNlight,14.0,1,No,Yes,519.87,595.53,12,3.9,170,11
721,ASUS,Pro,Intel,Core i5,8th,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,14.0,0,No,No,1065.87,0.0,0,0.0,0,0
722,ASUS,ExpertBook,Intel,Core i7,10th,16.0,LPDDR3,1024,0,Windows,64,0,Casual,14.0,0,No,No,2183.87,2638.87,17,0.0,0,0
723,ASUS,Ryzen,AMD,Ryzen 7,,8.0,DDR4,512,0,Windows,32,4,Casual,15.6,0,No,No,1039.87,1260.87,17,0.0,0,0
724,DELL,Inspiron,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,1033.5,1292.629,20,4.3,10,1
725,ASUS,ExpertBook,Intel,Core i7,10th,8.0,DDR4,0,1024,Windows,64,2,Casual,14.0,0,No,No,1221.87,0.0,0,0.0,0,0
726,DELL,Inspiron,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,2,Casual,14.0,1,No,Yes,1078.87,1401.2179999999998,23,3.7,15,3
727,ASUS,ROG,AMD,Ryzen 9,,16.0,DDR4,1024,0,Windows,64,0,Casual,14.0,1,No,No,1884.87,2534.87,25,0.0,0,0
728,ASUS,ExpertBook,Intel,Core i5,10th,4.0,DDR4,0,1024,Windows,64,0,Casual,14.0,0,No,No,796.237,896.87,11,0.0,0,0
729,DELL,Inspiron,Intel,Core i3,10th,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,559.0,606.177,7,4.1,313,35
730,DELL,Inspiron,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,Yes,922.74,989.222,6,4.4,138,23
731,acer,Aspire,AMD,Athlon Dual,,4.0,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,415.87,480.87,13,4.2,76,13
732,ASUS,Core,Intel,Core i7,11th,16.0,LPDDR4X,512,0,Windows,64,0,ThinNlight,13.3,0,Yes,No,1429.87,1754.87,18,0.0,0,0
733,ASUS,ZenBook,Intel,Core i7,8th,16.0,DDR3,512,0,Windows,64,0,ThinNlight,13.3,1,No,No,1299.87,1598.87,18,4.3,30,7
736,ASUS,Pro,Intel,Core i7,8th,8.0,DDR4,256,1024,Windows,64,0,ThinNlight,14.0,0,No,No,1285.856,0.0,0,0.0,0,0
737,HP,Core,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,635.6999999999999,650.0,2,4.3,1278,135
738,HP,Spectre,Intel,Core i5,8th,8.0,DDR4,256,0,Windows,64,0,Casual,13.3,1,Yes,Yes,1775.6699999999998,1964.7289999999998,9,0.0,0,0
739,Lenovo,Core,Intel,Core i7,8th,16.0,DDR4,512,0,Windows,64,2,ThinNlight,14.0,0,No,No,3182.413,0.0,0,0.0,0,0
740,DELL,Inspiron,Intel,Core i3,10th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,519.87,647.673,19,4.0,44,2
741,Lenovo,IDEAPAD,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,32,0,Casual,15.6,1,No,No,778.6999999999999,808.5999999999999,3,3.7,3,0
742,HP,430,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,32,0,Casual,13.3,0,No,No,1222.0,1274.0,4,0.0,0,0
744,ASUS,ExpertBook,Intel,Core i7,10th,16.0,LPDDR3,2048,0,Windows,64,0,Casual,14.0,0,No,No,3041.87,0.0,0,0.0,0,0
745,HP,Spectre,Intel,Core i7,11th,16.0,LPDDR4X,1024,0,Windows,64,0,Casual,13.5,1,Yes,No,2145.0,2584.725,17,0.0,0,0
746,DELL,Core,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,2,Casual,14.0,0,Yes,No,1078.87,1233.57,12,4.4,16,3
747,DELL,Inspiron,Intel,Core i7,8th,8.0,DDR4,256,0,Windows,64,4,Casual,13.3,1,No,Yes,1143.87,1150.916,0,4.1,120,21
748,ASUS,ZenBook,Intel,Core i7,11th,16.0,LPDDR4X,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,1234.87,1598.87,22,0.0,0,0
749,MSI,Prestige,Intel,Core i5,11th,16.0,LPDDR4X,512,0,Windows,64,0,Casual,14.0,1,No,No,1039.87,1215.357,14,4.9,11,4
750,Avita,PURA,AMD,APU Dual,,4.0,DDR4,128,0,Windows,64,0,ThinNlight,14.0,0,No,No,259.87,363.87,28,3.7,1153,159
751,HP,Ryzen,AMD,Ryzen 5,,8.0,DDR4,256,1024,Windows,64,0,ThinNlight,14.0,1,No,No,688.87,745.303,7,4.4,698,74
752,Lenovo,Ideapad,Intel,Core i7,8th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,1118.0,0.0,0,0.0,0,0
753,ASUS,Pro,Intel,Core i5,8th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,1117.87,1156.87,3,0.0,0,0
754,ASUS,ExpertBook,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,2,Casual,14.0,0,No,No,1130.87,0.0,0,0.0,0,0
755,ASUS,ZenBook,Intel,Core i5,10th,8.0,LPDDR3,512,0,Windows,64,2,Casual,14.0,1,No,Yes,1377.87,0.0,0,5.0,4,0
756,ASUS,Vivo,Intel,Core i3,10th,4.0,DDR4,0,1024,Windows,64,0,Casual,15.6,0,No,No,494.0,558.87,11,4.7,7,0
757,Lenovo,Core,Intel,Core i7,10th,16.0,DDR4,512,0,Windows,32,2,Casual,12.0,0,No,No,2111.187,2690.961,21,0.0,0,0
758,Lenovo,V15,Intel,Core i3,11th,4.0,DDR4,256,0,Windows,64,0,ThinNlight,15.6,0,No,No,571.87,653.25,12,0.0,0,0
759,ASUS,Ryzen,AMD,Ryzen 9,,8.0,DDR4,1024,0,Windows,64,4,Casual,14.0,1,No,No,1949.87,0.0,0,0.0,0,0
760,DELL,Inspiron,AMD,Ryzen 7,,16.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,Yes,Yes,1164.4099999999999,1449.877,19,0.0,0,0
761,HP,15s,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,709.67,779.87,9,4.4,349,69
763,ASUS,ExpertBook,Intel,Core i5,10th,8.0,LPDDR3,512,0,Windows,64,0,Casual,14.0,0,No,No,1104.87,1845.87,40,0.0,0,0
764,ASUS,Vivobook,Intel,Core i3,11th,4.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,1,No,No,480.87,584.87,17,4.5,70,9
765,ASUS,Ryzen,AMD,Ryzen 5,,8.0,DDR4,256,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,976.3,981.5,0,0.0,0,0
766,Lenovo,Ideapad,Intel,Core i5,8th,8.0,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,Yes,779.987,1040.0,25,4.4,22,3
767,DELL,Core,Intel,Core i5,11th,8.0,DDR4,0,1024,Windows,32,0,Casual,14.0,0,No,No,766.87,895.6999999999999,14,0.0,0,0
768,HP,Core,Intel,Core i7,11th,8.0,DDR4,512,0,Windows,32,0,Casual,14.0,0,No,No,1554.787,2535.0,38,0.0,0,0
770,DELL,Inspiron,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,Yes,Yes,981.5,1214.993,19,0.0,0,0
771,DELL,Vostro,Intel,Core i3,10th,8.0,DDR4,512,0,Windows,64,0,Casual,15.6,0,No,No,543.27,712.192,23,0.0,0,0
772,Lenovo,Yoga,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,Yes,1195.9869999999999,1196.0,0,4.6,16,2
773,Lenovo,Ideapad,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,Yes,Yes,753.987,1105.0,31,3.4,10,2
774,Lenovo,Core,Intel,Core i7,10th,16.0,LPDDR3,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,2752.7889999999998,2791.8799999999997,1,0.0,0,0
775,ASUS,VivoBook,Intel,Core i5,11th,8.0,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,Yes,895.6999999999999,1026.9869999999999,12,5.0,6,1
777,DELL,Inspiron,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,Yes,Yes,1025.7,1103.7,7,3.6,16,1
778,ASUS,ExpertBook,Intel,Core i5,10th,8.0,DDR4,0,1024,Windows,64,2,Casual,14.0,0,No,No,1091.87,0.0,0,0.0,0,0
779,ASUS,ExpertBook,Intel,Core i5,10th,8.0,LPDDR3,512,0,Windows,64,0,Casual,14.0,0,No,No,1726.27,2248.87,23,0.0,0,0
780,ASUS,Ryzen,AMD,Ryzen 9,,16.0,DDR4,1024,0,Windows,64,4,Casual,14.0,1,No,No,1858.87,0.0,0,0.0,0,0
781,HP,15s,AMD,Ryzen 7,,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,890.5,936.0,4,4.5,134,22
782,Avita,PURA,AMD,APU Dual,,4.0,DDR4,128,0,Windows,64,0,ThinNlight,14.0,0,No,No,279.37,363.87,23,3.7,1153,159
784,HP,Ryzen,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,674.5699999999999,762.5409999999999,11,4.3,519,48
786,DELL,Inspiron,Intel,Core i3,11th,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,14.96,1,No,Yes,493.87,669.409,26,3.7,265,46
788,Nokia,PureBook,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,727.87,1078.87,32,4.1,117,31
793,DELL,Core,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,630.5,760.409,17,0.0,0,0
794,ASUS,VivoBook,AMD,Ryzen 5,,16.0,DDR4,512,0,Windows,64,0,Casual,17.3,1,No,No,1014.0,1026.87,1,2.7,3,0
795,DELL,Inspiron,Intel,Core i5,11th,8.0,LPDDR4X,1024,0,Windows,64,0,ThinNlight,13.3,0,No,No,964.4699999999999,1084.421,11,4.5,21,3
797,HP,Pavilion,Intel,Core i5,8th,8.0,DDR4,0,1024,Windows,64,2,Casual,15.6,1,No,Yes,844.87,887.51,4,4.3,23,4
799,Lenovo,IdeaPad,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,4,Gaming,15.6,0,No,No,792.87,1217.97,34,3.9,14,6
801,Lenovo,Intel,Intel,Core i7,11th,16.0,DDR4,512,0,Windows,32,0,Casual,14.0,0,No,No,1442.9869999999999,1807.0,20,0.0,0,0
804,DELL,Inspiron,Intel,Core i5,11th,8.0,DDR4,256,1024,Windows,64,2,Casual,15.6,0,No,No,932.035,984.516,5,4.2,153,16
805,Avita,Liber,Intel,Core i5,7th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,852.228,1039.87,18,0.0,0,0
807,HP,DA,Intel,Core i3,7th,8.0,DDR4,0,1024,Windows,64,2,Casual,15.6,0,No,No,640.627,0.0,0,4.5,38,3
809,ASUS,ASUS,Intel,Core i9,11th,16.0,DDR4,1024,0,Windows,64,6,Gaming,15.6,1,No,No,1819.87,1884.87,3,0.0,0,0
810,Avita,Liber,Intel,Core i7,10th,16.0,DDR4,1024,0,Windows,64,0,ThinNlight,14.0,0,No,No,818.87,1084.07,24,3.9,207,49
812,Lenovo,ThinkBook,Intel,Core i7,11th,16.0,LPDDR4,1024,0,Windows,64,0,Casual,13.0,1,No,Yes,1117.87,1926.0539999999999,41,3.4,7,2
813,Lenovo,Core,Intel,Core i3,10th,8.0,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,506.98699999999997,662.87,23,3.6,7,2
814,DELL,Inspiron,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,No,912.4699999999999,1180.1789999999999,22,3.5,6,3
815,Vaio,E,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,2,No,Yes,662.87,870.87,23,4.1,700,144
816,DELL,Core,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,2,Casual,14.0,1,Yes,No,1034.6699999999998,1379.066,24,0.0,0,0
817,HP,Pavilion,AMD,Ryzen 5,,16.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,779.987,972.9069999999999,19,4.1,19,1
818,HP,15q,AMD,Ryzen 3,,4.0,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,427.921,0.0,0,4.0,353,58
821,ASUS,TUF,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,1000.87,1377.87,27,0.0,0,0
822,ASUS,Vivobook,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,Casual,15.6,0,No,No,636.87,766.87,16,0.0,0,0
823,HP,HP,Intel,Core i7,11th,16.0,DDR4,1024,0,Windows,64,2,Casual,13.3,1,No,Yes,1234.87,2081.7419999999997,40,0.0,0,0
824,Nokia,PureBook,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,686.27,1078.87,36,4.0,5,0
826,HP,Omen,Intel,Core i7,11th,16.0,DDR4,1024,0,Windows,64,6,Casual,16.1,1,No,Yes,1780.87,2048.319,13,0.0,0,0
827,DELL,Inspiron,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,No,597.0899999999999,756.977,21,0.0,0,0
828,Lenovo,Ideapad,AMD,Ryzen 7,,16.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,No,954.1999999999999,1411.6699999999998,32,0.0,0,0
829,HP,Pavilion,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,Yes,Yes,721.37,856.0889999999999,15,4.3,143,15
832,Vaio,E,AMD,Ryzen 7,,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,2,No,Yes,753.87,989.17,23,3.8,139,26
833,Lenovo,Legion,Intel,Core i7,10th,16.0,DDR4,1024,0,Windows,64,8,Casual,15.6,1,No,Yes,3054.87,4548.57,32,0.0,0,0
835,Avita,Liber,Intel,Core i5,8th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,584.87,1000.87,41,3.4,17,3
836,ASUS,Intel,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,1104.87,1507.87,26,3.9,17,2
837,ASUS,Ryzen,AMD,Ryzen 7,,16.0,LPDDR4X,1024,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,1104.61,1442.87,23,3.0,2,1
838,HP,15q,Intel,Core i5,8th,8.0,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,608.27,652.4699999999999,6,4.2,3062,325
839,Smartron,t.book,Intel,Core i5,7th,4.0,DDR3,128,0,Windows,64,0,Casual,12.2,0,Yes,No,688.87,727.987,5,3.9,28,4
840,DELL,Inspiron,AMD,Ryzen 3,,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,No,547.17,738.0229999999999,25,3.3,3,0
841,HP,Pavilion,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,Yes,844.87,909.87,7,3.8,8,1
843,HP,Pavilion,AMD,Ryzen 7,,16.0,DDR4,512,0,Windows,64,2,Casual,14.0,1,No,Yes,1039.87,1122.576,7,3.5,23,6
844,Lenovo,Ideapad,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,2,Casual,14.0,1,Yes,Yes,1130.9869999999999,1417.0,20,4.7,3,0
845,HP,Pavilion,Intel,Core i3,8th,4.0,DDR4,256,0,Windows,64,0,Casual,14.0,1,Yes,Yes,705.0939999999999,0.0,0,4.4,71,8
847,HP,Pavilion,AMD,Ryzen 7,,16.0,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,Yes,1104.87,1444.404,23,2.8,4,2
848,HP,Core,Intel,Core i5,7th,4.0,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,579.7869999999999,0.0,0,4.1,122,12
849,ASUS,Core,Intel,Core i3,11th,8.0,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,539.5,675.87,20,3.0,4,0
850,ASUS,ZenBook,Intel,Core i7,8th,8.0,LPDDR3,512,0,Windows,64,0,ThinNlight,13.3,1,No,No,1065.87,1338.831,20,4.3,40,4
851,acer,Core,Intel,Core i3,11th,4.0,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,480.98699999999997,585.0,17,0.0,0,0
852,HP,Pavilion,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,No,1014.0,1157.0,12,4.4,512,85
853,DELL,Core,Intel,Core i3,11th,8.0,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,557.6999999999999,719.563,22,0.0,0,0
854,Lenovo,ThinkBook,Intel,Core i5,11th,8.0,DDR4,1024,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,844.87,1580.904,46,3.0,4,0
856,Avita,Liber,Intel,Core i5,8th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,949.819,1000.87,5,3.4,17,3
858,Smartron,t.book,Intel,Core m3,7th,4.0,DDR3,128,0,Windows,64,0,Casual,12.2,0,Yes,No,558.87,597.87,6,3.5,25,6
859,DELL,Inspiron,Intel,Core i5,8th,8.0,DDR4,0,2048,Windows,64,2,Casual,15.6,1,No,Yes,810.121,0.0,0,4.0,377,53
860,HP,HP,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,4,Casual,14.0,1,No,Yes,1312.87,1469.0,10,0.0,0,0
861,Lenovo,Ideapad,Intel,Core i5,8th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,974.87,1084.954,10,3.3,3,1
862,ASUS,ROG,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,No,987.87,1325.87,25,4.6,1365,137
863,acer,Swift,Intel,Core i5,8th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,13.3,1,No,No,773.37,852.098,9,3.5,33,7
864,ASUS,Vivobook14,Intel,Core i5,11th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.1,1,No,No,647.4,870.87,25,0.0,0,0
865,Lenovo,Core,Intel,Core i9,10th,16.0,DDR4,1024,0,Windows,32,8,Casual,15.6,0,No,No,3457.9739999999997,4548.57,23,0.0,0,0
866,DELL,Inspiron,Intel,Pentium Quad,,4.0,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,467.87,520.0,10,0.0,0,0
867,MSI,GF63,Intel,Core i7,9th,8.0,DDR4,512,0,Windows,64,4,Casual,15.6,2,No,No,870.87,1364.87,36,4.5,1639,230
869,Lenovo,Core,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,32,2,Casual,15.6,1,No,Yes,1093.118,0.0,0,3.5,8,3
870,DELL,Insprion,Intel,Core i3,11th,8.0,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,539.24,636.87,15,3.8,25,4
871,ASUS,VivoBook,Intel,Core i3,10th,8.0,DDR4,0,1024,Windows,64,0,Casual,15.6,0,No,No,428.87,571.87,25,2.0,12,0
872,Lenovo,Ideapad,Intel,Core i5,11th,8.0,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,Yes,805.987,896.987,10,2.8,4,0
873,acer,Swift,Intel,Core i5,8th,8.0,DDR4,0,1024,Windows,64,2,Casual,15.6,1,No,No,948.5319999999999,951.587,0,4.2,18,6
874,Avita,Liber,Intel,Core i7,8th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,961.87,1039.87,7,0.0,0,0
881,ASUS,Vivobook,Intel,Core i3,11th,8.0,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,502.84,675.87,25,3.2,17,1
884,Lenovo,Ryzen,AMD,Ryzen 3,,4.0,DDR4,0,1024,Windows,64,0,Casual,15.6,0,No,No,454.87,479.99899999999997,5,3.3,38,6
885,HP,250,Intel,Core i5,10th,8.0,DDR4,0,1024,Windows,32,0,Casual,15.6,1,No,Yes,634.27,712.218,10,3.4,11,1
886,acer,Aspire,Intel,Core i5,10th,8.0,DDR4,0,1024,Windows,64,2,Casual,15.6,1,No,No,734.3829999999999,0.0,0,3.2,30,6
888,DELL,Inspiron,AMD,Ryzen 3,,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,14.96,0,No,No,519.87,670.462,22,3.1,18,4
889,acer,Travelmate,Intel,Core i5,11th,16.0,DDR4,256,1024,Windows,64,0,Casual,14.0,0,No,No,812.37,1105.0,26,3.4,8,0
891,DELL,Core,Intel,Core i3,10th,8.0,DDR4,256,1024,Windows,64,0,ThinNlight,15.6,0,No,No,603.0699999999999,768.313,21,2.9,95,5
892,DELL,Core,Intel,Core i3,10th,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,14.96,0,No,No,525.0699999999999,714.896,26,3.2,83,15
893,HP,Pavilion,Intel,Core i5,8th,8.0,DDR4,128,0,Windows,64,0,ThinNlight,13.3,1,No,No,988.156,0.0,0,4.3,129,16
894,ASUS,Vivobook,Intel,Core i3,10th,4.0,DDR4,0,1024,Windows,64,0,ThinNlight,14.1,0,No,No,441.87,519.87,15,3.4,31,6
